,Annotation,Total,Confidence
group02059,FIG01126328: hypothetical protein,1,1.0
group02060,Cytosine/purine/uracil/thiamine/allantoin permease family protein,1,1.0
group02061,hypothetical protein,3,0.6666666666666666
group02062,None Provided,3,1.0
group02063,None Provided,4,0.75
group02064,None Provided,4,1.0
group02065,Dipeptide transport system permease protein DppB (TC 3.A.1.5.2),3,0.6666666666666666
group02066,Dipeptide transport system permease protein DppC (TC 3.A.1.5.2),3,0.6666666666666666
group02067,Adenosylcobinamide kinase (EC 2.7.1.156) / Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62),1,1.0
group02068,None Provided,4,1.0
group02069,ATP-NAD kinase (EC 2.7.1.23),3,1.0
group02070,Glycine dehydrogenase decarboxylating (glycine cleavage system P1 protein) (EC 1.4.4.2),3,1.0
group02071,None Provided,4,0.5
group02072,None Provided,2,1.0
group02073,UDP-glucose 4-epimerase (EC 5.1.3.2),1,1.0
group02074,None Provided,1,1.0
group02075,None Provided,4,0.75
group02076,"Pyruvate:ferredoxin oxidoreductase, alpha subunit (EC 1.2.7.1)",3,1.0
group02077,"Pyruvate:ferredoxin oxidoreductase, gamma subunit (EC 1.2.7.1)",3,1.0
group02078,Gamma-aminobutyrate:alpha-ketoglutarate aminotransferase (EC 2.6.1.19),3,1.0
group02079,None Provided,4,0.5
group02080,FIG01128980: hypothetical protein,4,0.5
group02081,Predicted dinucleotide-binding enzymes,2,1.0
group02082,hypothetical protein,3,1.0
group02083,None Provided,4,0.75
group02084,hypothetical protein,3,0.6666666666666666
group02085,hypothetical protein,3,1.0
group02086,None Provided,4,1.0
group02087,None Provided,4,1.0
group02088,hypothetical protein,4,1.0
group02089,Mobile element protein,1,1.0
group02090,None Provided,2,0.5
group02091,None Provided,2,0.5
group02092,None Provided,3,0.6666666666666666
group02093,None Provided,3,0.3333333333333333
group02094,None Provided,3,1.0
group02095,"Ribose ABC transport system, permease protein RbsC (TC 3.A.1.2.1)",4,0.75
group02096,Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1),3,0.6666666666666666
group02097,None Provided,4,0.5
group02098,putative ABC transporter permease protein,3,0.6666666666666666
group02099,None Provided,4,0.5
group02100,None Provided,4,0.5
group02101,None Provided,1,1.0
group02102,None Provided,4,1.0
group02103,2-haloalkanoic acid dehalogenase,2,1.0
group02104,None Provided,4,0.75
group02105,Heat shock protein 60 family chaperone GroEL,3,1.0
group02106,None Provided,3,0.6666666666666666
group02107,None Provided,4,1.0
group02108,None Provided,4,0.75
group02109,None Provided,4,1.0
group02110,"ABC-type sugar transport systems, permease components",3,0.6666666666666666
group02111,None Provided,4,0.5
group02112,None Provided,4,0.5
group02113,None Provided,2,1.0
group02114,None Provided,4,1.0
group02115,hypothetical protein,3,1.0
group02116,None Provided,3,1.0
group02117,hypothetical protein,3,0.6666666666666666
group02118,None Provided,3,1.0
group02119,None Provided,3,1.0
group02120,None Provided,3,0.6666666666666666
group02121,None Provided,3,1.0
group02122,hypothetical protein,3,0.6666666666666666
group02123,None Provided,3,1.0
group02124,None Provided,3,1.0
group02125,None Provided,4,0.5
group02126,None Provided,4,0.5
group02127,Inositol transport system sugar-binding protein,3,0.6666666666666666
group02128,None Provided,4,1.0
group02129,None Provided,4,0.5
group02130,hypothetical protein,4,0.75
group02131,hypothetical protein,1,1.0
group02132,None Provided,4,1.0
group02133,UDP-glucose 4-epimerase (EC 5.1.3.2),4,0.75
group02134,"Glucosamine-6-phosphate deaminase isomerizing, alternative (EC 3.5.99.6)",3,1.0
group02135,hypothetical protein,4,1.0
group02136,hypothetical protein,2,1.0
group02137,"Hemoprotein HemQ, essential component of heme biosynthetic pathway in Gram-positive bacteria",1,1.0
group02138,hypothetical protein,2,1.0
group02139,None Provided,2,0.5
group02140,None Provided,2,0.5
group02141,None Provided,3,0.6666666666666666
group02142,None Provided,4,1.0
group02143,None Provided,4,0.75
group02144,None Provided,3,1.0
group02145,None Provided,2,1.0
group02146,None Provided,4,1.0
group02147,"Glycerol-3-phosphate ABC transporter, ATP-binding protein UgpC (TC 3.A.1.1.3)",1,1.0
group02148,None Provided,1,1.0
group02149,None Provided,1,1.0
group02150,None Provided,2,0.5
group02151,None Provided,2,0.5
group02152,Branched-chain amino acid transport ATP-binding protein LivG (TC 3.A.1.4.1),3,1.0
group02153,Branched-chain amino acid transport ATP-binding protein LivF (TC 3.A.1.4.1),3,1.0
group02154,None Provided,3,0.6666666666666666
group02155,Glutamate synthase NADPH large chain (EC 1.4.1.13),4,1.0
group02156,1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7),2,1.0
group02157,None Provided,4,0.5
group02158,Inosose dehydratase (EC 4.2.1.44),1,1.0
group02159,Heat shock protein 60 family chaperone GroEL,3,1.0
group02160,None Provided,2,0.5
group02161,hypothetical protein,4,0.5
group02162,None Provided,1,1.0
group02163,None Provided,2,0.5
group02164,None Provided,3,0.6666666666666666
group02165,None Provided,2,1.0
group02166,Exonuclease SbcD,2,1.0
group02167,None Provided,1,1.0
group02168,None Provided,1,1.0
group02169,Beta-mannosidase (EC 3.2.1.25),2,1.0
group02170,None Provided,3,1.0
group02171,hypothetical protein,1,1.0
group02172,"Transcriptional regulator, GABA/putrescine utiliation cluster",2,1.0
group02173,None Provided,4,1.0
group02174,Transporter,3,1.0
group02175,hypothetical protein,1,1.0
group02176,hypothetical protein,4,0.75
group02177,None Provided,3,1.0
group02178,hypothetical protein,3,0.6666666666666666
group02179,Glyoxalase family protein,2,1.0
group02180,hypothetical protein,1,1.0
group02181,hypothetical protein,4,0.75
group02182,hypothetical protein,3,0.6666666666666666
group02183,hypothetical protein,1,1.0
group02184,None Provided,4,0.5
group02185,None Provided,3,1.0
group02186,Acetolactate synthase large subunit (EC 2.2.1.6),3,1.0
group02187,hypothetical protein,1,1.0
group02188,None Provided,4,0.75
group02189,NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2),3,1.0
group02190,None Provided,2,1.0
group02191,None Provided,3,1.0
group02192,Sulfide dehydrogenase flavocytochrome C flavoprotein chain precursor (EC 1.8.2.-),3,1.0
group02193,NADH dehydrogenase (EC 1.6.99.3),3,1.0
group02194,putative sugar binding secreted protein,3,1.0
group02195,3-oxoacyl-acyl-carrier protein reductase (EC 1.1.1.100),1,1.0
group02196,hypothetical protein,1,1.0
group02197,"Ribose ABC transporter, periplasmic ribose-binding protein",2,1.0
group02198,Alpha-xylosidase (EC 3.2.1.-),4,0.75
group02199,hypothetical protein,1,1.0
group02200,None Provided,4,1.0
group02201,None Provided,4,0.5
group02202,"Endo-1,4-beta-xylanase A precursor (EC 3.2.1.8)",3,0.6666666666666666
group02203,None Provided,3,0.6666666666666666
group02204,hypothetical protein,4,1.0
group02205,None Provided,4,1.0
group02206,Possible sulfoacetate exporter,3,0.6666666666666666
group02207,None Provided,4,0.75
group02208,None Provided,4,1.0
group02209,None Provided,2,0.5
group02210,None Provided,1,1.0
group02211,None Provided,3,0.6666666666666666
group02212,hypothetical protein,1,1.0
group02213,hypothetical protein,3,0.6666666666666666
group02214,Permease of the drug/metabolite transporter (DMT) superfamily,3,1.0
group02215,hypothetical protein,3,0.6666666666666666
group02216,None Provided,4,0.75
group02217,None Provided,4,1.0
group02218,None Provided,3,1.0
group02219,None Provided,4,1.0
group02220,SAM-dependent methyltransferase (EC 2.1.1.-),1,1.0
group02221,L-lactate dehydrogenase (EC 1.1.2.3),4,1.0
group02222,Demethylmenaquinone methyltransferase (EC 2.1.1.163),1,1.0
group02223,FIG01170036: hypothetical protein,2,0.5
group02224,None Provided,3,0.3333333333333333
group02225,Isocitrate lyase (EC 4.1.3.1),2,1.0
group02226,Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4),2,1.0
group02227,None Provided,1,1.0
group02228,"Pyruvate,phosphate dikinase (EC 2.7.9.1)",1,1.0
group02229,None Provided,4,1.0
group02230,4-aminobutyraldehyde dehydrogenase (EC 1.2.1.19),2,1.0
group02231,None Provided,1,1.0
group02232,None Provided,2,1.0
group02233,hypothetical protein,1,1.0
group02234,FIG001353: Acetyltransferase,1,1.0
group02235,hypothetical protein,2,1.0
group02236,Malate synthase (EC 2.3.3.9),2,1.0
group02237,None Provided,3,1.0
group02238,probable sseC protein,3,1.0
group02239,3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35),2,1.0
group02240,None Provided,1,1.0
group02241,INTEGRAL MEMBRANE PROTEIN (Rhomboid family),3,0.6666666666666666
group02242,Multiple polyol-specific dehydrogenase (EC 1.1.1.-),2,1.0
group02243,Tyrosine-protein kinase Wzc (EC 2.7.10.2),2,1.0
group02244,hypothetical protein,1,1.0
group02245,None Provided,2,1.0
group02246,Respiratory nitrate reductase beta chain (EC 1.7.99.4),2,1.0
group02247,YefM protein (antitoxin to YoeB),1,1.0
group02248,None Provided,1,1.0
group02249,Indolepyruvate oxidoreductase subunit IorA (EC 1.2.7.8),3,1.0
group02250,Arabinose 5-phosphate isomerase (EC 5.3.1.13),4,0.75
group02251,None Provided,1,1.0
group02252,hypothetical protein,3,0.6666666666666666
group02253,None Provided,3,1.0
group02254,hypothetical protein,3,0.6666666666666666
group02255,None Provided,3,0.6666666666666666
group02256,hypothetical protein,3,0.6666666666666666
group02257,Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1),3,0.6666666666666666
group02258,3-oxoacyl-acyl-carrier protein reductase (EC 1.1.1.100),3,1.0
group02259,None Provided,2,1.0
group02260,None Provided,1,1.0
group02261,None Provided,1,1.0
group02262,None Provided,3,0.6666666666666666
group02263,hypothetical protein,2,1.0
group02264,None Provided,3,0.6666666666666666
group02265,hypothetical protein,3,1.0
group02266,hypothetical protein,3,1.0
group02267,None Provided,1,1.0
group02268,hypothetical protein,3,0.6666666666666666
group02269,None Provided,3,0.6666666666666666
group02270,None Provided,3,1.0
group02271,hypothetical protein,3,1.0
group02272,None Provided,2,1.0
group02273,None Provided,3,0.6666666666666666
group02274,None Provided,3,1.0
group02275,None Provided,3,0.6666666666666666
group02276,hypothetical protein,3,0.6666666666666666
group02277,None Provided,3,1.0
group02278,None Provided,3,1.0
group02279,None Provided,3,1.0
group02280,None Provided,3,0.6666666666666666
group02281,None Provided,3,0.6666666666666666
group02282,Endonuclease,2,0.5
group02283,hypothetical protein,3,0.6666666666666666
group02284,hypothetical protein,2,1.0
group02285,Flavodoxin reductases (ferredoxin-NADPH reductases) family 1,3,1.0
group02286,Fructose-bisphosphate aldolase class I (EC 4.1.2.13),3,1.0
group02287,rRNA small subunit methyltransferase H,2,1.0
group02288,None Provided,2,0.5
group02289,"Glucose-6-phosphate isomerase, archaeal (EC 5.3.1.9)",3,0.6666666666666666
group02290,hypothetical protein,3,1.0
group02291,None Provided,1,1.0
group02292,Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3),1,1.0
group02293,None Provided,3,1.0
group02294,None Provided,3,1.0
group02295,None Provided,3,1.0
group02296,None Provided,3,0.6666666666666666
group02297,None Provided,3,1.0
group02298,None Provided,3,1.0
group02299,None Provided,3,1.0
group02300,None Provided,3,0.6666666666666666
group02301,None Provided,3,1.0
group02302,None Provided,3,1.0
group02303,None Provided,3,1.0
group02304,hypothetical protein,3,0.6666666666666666
group02305,hypothetical protein,3,1.0
group02306,None Provided,3,1.0
group02307,None Provided,3,1.0
group02308,Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-),2,1.0
group02309,hypothetical protein,3,0.6666666666666666
group02310,Sorbitol dehydrogenase (EC 1.1.1.14),2,1.0
group02311,4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.39),1,1.0
group02312,Enoyl-CoA hydratase (EC 4.2.1.17),1,1.0
group02313,None Provided,3,0.6666666666666666
group02314,None Provided,3,1.0
group02315,None Provided,1,1.0
group02316,UDP-glucose 4-epimerase (EC 5.1.3.2),1,1.0
group02317,"Ferric iron ABC transporter, iron-binding protein",3,1.0
group02318,PUTATIVE TRANSPORT TRANSMEMBRANE PROTEIN,3,1.0
group02319,NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3),3,0.6666666666666666
group02320,Alpha-N-arabinofuranosidase (EC 3.2.1.55),3,1.0
group02321,None Provided,2,0.5
group02322,None Provided,3,1.0
group02323,None Provided,3,1.0
group02324,Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23),2,1.0
group02325,None Provided,3,0.6666666666666666
group02326,Mll2313 protein,3,1.0
group02327,oxidoreductase domain protein,3,0.6666666666666666
group02328,Acetyl xylan esterase (EC 3.1.1.41),3,1.0
group02329,Sulfite reductase NADPH flavoprotein alpha-component (EC 1.8.1.2),2,1.0
group02330,"Ferredoxin--NADP(+) reductase, actinobacterial (eukaryote-like) type (EC 1.18.1.2)",2,0.5
group02331,None Provided,2,1.0
group02332,None Provided,3,1.0
group02333,None Provided,1,1.0
group02334,Inositol-1-monophosphatase (EC 3.1.3.25),3,0.6666666666666666
group02335,hypothetical protein,1,1.0
group02336,Serine hydroxymethyltransferase (EC 2.1.2.1),2,1.0
group02337,hypothetical protein,2,1.0
group02338,Alcohol dehydrogenase (EC 1.1.1.1),1,1.0
group02339,hypothetical protein,1,1.0
group02340,Ribose 5-phosphate isomerase B (EC 5.3.1.6) / Galactose 6-phosphate isomerase,2,1.0
group02341,None Provided,1,1.0
group02342,"Maleylacetoacetate isomerase (EC 5.2.1.2) @ Glutathione S-transferase, zeta (EC 2.5.1.18)",1,1.0
group02343,Excinuclease ABC subunit C,2,1.0
group02344,None Provided,1,1.0
group02345,Propanoyl-CoA C-acyltransferase,1,1.0
group02346,None Provided,1,1.0
group02347,None Provided,1,1.0
group02348,Putrescine transport ATP-binding protein PotA (TC 3.A.1.11.1),3,0.6666666666666666
group02349,None Provided,3,1.0
group02350,hypothetical protein,3,0.6666666666666666
group02351,Iron-sulfur cluster assembly protein SufD,3,1.0
group02352,None Provided,3,1.0
group02353,Copper resistance protein D,3,1.0
group02354,3-oxoacyl-acyl-carrier protein reductase (EC 1.1.1.100),2,1.0
group02355,"Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE",1,1.0
group02356,ThiJ/PfpI family protein,1,1.0
group02357,Serine hydroxymethyltransferase (EC 2.1.2.1),1,1.0
group02358,Methylthioribose-1-phosphate isomerase (EC 5.3.1.23),3,1.0
group02359,None Provided,2,1.0
group02360,"Putative ABC transporter of substrate X, permease subunit II",3,1.0
group02361,Bacillosamine/Legionaminic acid biosynthesis aminotransferase PglE; 4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase,1,1.0
group02362,None Provided,1,1.0
group02363,None Provided,2,1.0
group02364,hypothetical protein,2,1.0
group02365,hypothetical protein,1,1.0
group02366,None Provided,3,0.3333333333333333
group02367,hypothetical protein,3,0.6666666666666666
group02368,Glyceraldehyde-3-phosphate ketol-isomerase (EC 5.3.1.1),1,1.0
group02369,hypothetical protein,3,0.6666666666666666
group02370,NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3),2,1.0
group02371,None Provided,3,1.0
group02372,None Provided,3,0.6666666666666666
group02373,None Provided,1,1.0
group02374,None Provided,1,1.0
group02375,None Provided,2,1.0
group02376,ADP-ribosylglycohydrolase (EC 3.2.-.-),3,1.0
group02377,hypothetical protein,3,0.6666666666666666
group02378,hypothetical protein,3,1.0
group02379,None Provided,3,1.0
group02380,Topoisomerase IV subunit A (EC 5.99.1.-),3,1.0
group02381,None Provided,1,1.0
group02382,Cell division protein FtsI Peptidoglycan synthetase (EC 2.4.1.129),2,1.0
group02383,"Sialic acid utilization regulator, RpiR family",3,1.0
group02384,N-acetylmuramic acid 6-phosphate etherase,3,1.0
group02385,hypothetical protein,2,1.0
group02386,protein of unknown function DUF885,2,0.5
group02387,None Provided,3,0.6666666666666666
group02388,None Provided,3,0.6666666666666666
group02389,None Provided,3,1.0
group02390,Ca2+/Na+ antiporter,2,1.0
group02391,ATP/GTP binding protein,3,1.0
group02392,None Provided,3,0.6666666666666666
group02393,None Provided,2,1.0
group02394,None Provided,3,1.0
group02395,DsrC family protein,3,1.0
group02396,None Provided,2,1.0
group02397,Tryptophanase (EC 4.1.99.1),2,1.0
group02398,hypothetical protein,3,0.6666666666666666
group02399,hypothetical protein,3,0.6666666666666666
group02400,hypothetical protein,3,1.0
group02401,hypothetical protein,3,0.6666666666666666
group02402,hypothetical protein,3,0.6666666666666666
group02403,None Provided,3,1.0
group02404,Deoxyribodipyrimidine photolyase (EC 4.1.99.3),2,1.0
group02405,"Ribose ABC transport system, permease protein RbsC (TC 3.A.1.2.1)",2,1.0
group02406,Succinate-semialdehyde dehydrogenase NAD(P)+ (EC 1.2.1.16),2,0.5
group02407,None Provided,2,1.0
group02408,Sucrose-6-phosphate hydrolase (EC 3.2.1.B3),3,1.0
group02409,None Provided,3,1.0
group02410,"Acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit (EC 2.8.3.8) / Acetyl-CoA:acetoacetyl-CoA transferase, beta subunit (EC 2.8.3.8)",1,1.0
group02411,None Provided,1,1.0
group02412,hypothetical protein,3,0.6666666666666666
group02413,hypothetical protein,2,1.0
group02414,hypothetical protein,3,0.6666666666666666
group02415,unknown protein,3,1.0
group02416,hypothetical protein,2,1.0
group02417,hypothetical protein,3,1.0
group02418,None Provided,3,0.6666666666666666
group02419,None Provided,3,1.0
group02420,None Provided,3,1.0
group02421,None Provided,3,1.0
group02422,SAM-dependent methyltransferases,2,1.0
group02423,None Provided,3,0.6666666666666666
group02424,None Provided,1,1.0
group02425,Nucleoside-diphosphate-sugar epimerases,1,1.0
group02426,Inorganic pyrophosphatase (EC 3.6.1.1),1,1.0
group02427,hypothetical protein,3,0.6666666666666666
group02428,Hydrolases of the alpha/beta superfamily,3,1.0
group02429,None Provided,2,1.0
group02430,hypothetical protein,3,0.6666666666666666
group02431,None Provided,3,1.0
group02432,None Provided,3,1.0
group02433,hypothetical protein,2,1.0
group02434,None Provided,3,0.3333333333333333
group02435,None Provided,3,0.6666666666666666
group02436,None Provided,3,1.0
group02437,None Provided,2,0.5
group02438,hypothetical protein,3,0.6666666666666666
group02439,hypothetical protein,3,0.6666666666666666
group02440,None Provided,3,0.6666666666666666
group02441,hypothetical protein,3,1.0
group02442,hypothetical protein,3,0.6666666666666666
group02443,None Provided,1,1.0
group02444,None Provided,3,0.3333333333333333
group02445,Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2),2,0.5
group02446,Ribosomal protein S12p Asp88 (E. coli) methylthiotransferase,2,1.0
group02447,unknown,2,1.0
group02448,None Provided,2,1.0
group02449,None Provided,1,1.0
group02450,None Provided,1,1.0
group02451,None Provided,3,1.0
group02452,None Provided,3,1.0
group02453,None Provided,2,0.5
group02454,None Provided,2,1.0
group02455,hypothetical protein,1,1.0
group02456,hypothetical protein,1,1.0
group02457,None Provided,2,0.5
group02458,None Provided,2,1.0
group02459,None Provided,1,1.0
group02460,hypothetical protein,3,0.6666666666666666
group02461,hypothetical protein,2,1.0
group02462,Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4),2,1.0
group02463,MmgE/PrpD family protein,1,1.0
group02464,None Provided,2,1.0
group02465,Carbamoyl-phosphate synthase large chain (EC 6.3.5.5),2,1.0
group02466,Ribonuclease PH (EC 2.7.7.56),2,1.0
group02467,3-isopropylmalate dehydrogenase (EC 1.1.1.85),1,1.0
group02468,Phage tail fiber protein,1,1.0
group02469,None Provided,2,1.0
group02470,Adenosine (5)-pentaphospho-(5)-adenosine pyrophosphohydrolase (EC 3.6.1.-),2,1.0
group02471,hypothetical protein,2,1.0
group02472,None Provided,3,0.6666666666666666
group02473,Inosose dehydratase (EC 4.2.1.44),1,1.0
group02474,None Provided,3,0.6666666666666666
group02475,None Provided,1,1.0
group02476,hypothetical protein,2,1.0
group02477,Respiratory nitrate reductase alpha chain (EC 1.7.99.4),2,1.0
group02478,None Provided,1,1.0
group02479,None Provided,3,1.0
group02480,None Provided,3,0.6666666666666666
group02481,hypothetical protein,1,1.0
group02482,Nitrate/nitrite transporter,2,1.0
group02483,Nitrate/nitrite transporter NarK,2,1.0
group02484,None Provided,2,0.5
group02485,Respiratory nitrate reductase gamma chain (EC 1.7.99.4),2,1.0
group02486,4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7),2,1.0
group02487,None Provided,2,0.5
group02488,None Provided,2,1.0
group02489,None Provided,1,1.0
group02490,hypothetical protein,1,1.0
group02491,hypothetical protein,1,1.0
group02492,None Provided,1,1.0
group02493,hypothetical protein,2,1.0
group02494,None Provided,1,1.0
group02495,hypothetical protein,1,1.0
group02496,None Provided,1,1.0
group02497,Isoquinoline 1-oxidoreductase alpha subunit (EC 1.3.99.16),2,1.0
group02498,Isoquinoline 1-oxidoreductase beta subunit (EC 1.3.99.16),2,1.0
group02499,2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54),2,1.0
group02500,hypothetical protein,2,1.0
group02501,hypothetical protein,2,1.0
group02502,Protein rarD,2,1.0
group02503,hypothetical protein,2,1.0
group02504,None Provided,2,1.0
group02505,Branched-chain amino acid transport system permease protein LivM (TC 3.A.1.4.1),2,1.0
group02506,ABC-2 type transporter,2,1.0
group02507,None Provided,2,0.5
group02508,None Provided,2,0.5
group02509,None Provided,2,0.5
group02510,Serine endopeptidase ScpC (EC 3.4.21.-),2,1.0
group02511,None Provided,2,1.0
group02512,None Provided,2,1.0
group02513,None Provided,2,1.0
group02514,None Provided,2,1.0
group02515,None Provided,2,1.0
group02516,None Provided,2,1.0
group02517,None Provided,2,1.0
group02518,None Provided,2,1.0
group02519,None Provided,2,1.0
group02520,None Provided,2,1.0
group02521,None Provided,2,1.0
group02522,None Provided,2,0.5
group02523,None Provided,2,1.0
group02524,Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39),2,0.5
group02525,None Provided,2,0.5
group02526,Queuosine Biosynthesis QueE Radical SAM,2,1.0
group02527,None Provided,2,1.0
group02528,None Provided,2,0.5
group02529,None Provided,2,1.0
group02530,None Provided,2,1.0
group02531,None Provided,2,0.5
group02532,None Provided,2,1.0
group02533,None Provided,2,0.5
group02534,None Provided,2,1.0
group02535,None Provided,2,1.0
group02536,None Provided,2,1.0
group02537,Mannonate dehydratase (EC 4.2.1.8),2,1.0
group02538,hypothetical protein,2,1.0
group02539,None Provided,2,0.5
group02540,hypothetical protein,2,1.0
group02541,None Provided,2,1.0
group02542,None Provided,2,1.0
group02543,Glycerol-3-phosphate transporter,2,1.0
group02544,None Provided,2,1.0
group02545,None Provided,2,1.0
group02546,None Provided,2,1.0
group02547,None Provided,2,0.5
group02548,None Provided,2,1.0
group02549,None Provided,2,0.5
group02550,DNA polymerase III alpha subunit (EC 2.7.7.7),2,1.0
group02551,None Provided,2,1.0
group02552,None Provided,2,1.0
group02553,None Provided,2,1.0
group02554,Alpha-mannosidase (EC 3.2.1.24),2,1.0
group02555,None Provided,2,1.0
group02556,hypothetical protein,2,1.0
group02557,None Provided,2,1.0
group02558,None Provided,2,1.0
group02559,None Provided,2,1.0
group02560,None Provided,2,1.0
group02561,None Provided,2,1.0
group02562,None Provided,2,0.5
group02563,None Provided,2,1.0
group02564,None Provided,2,1.0
group02565,None Provided,2,1.0
group02566,putative membrane transport protein,2,1.0
group02567,hypothetical protein,2,1.0
group02568,Phage tail fibers,2,1.0
group02569,None Provided,2,1.0
group02570,None Provided,2,1.0
group02571,None Provided,2,1.0
group02572,None Provided,2,1.0
group02573,None Provided,2,1.0
group02574,None Provided,2,1.0
group02575,None Provided,2,1.0
group02576,None Provided,2,1.0
group02577,hypothetical protein,2,1.0
group02578,"internalin, putative",2,0.5
group02579,None Provided,2,0.5
group02580,None Provided,2,1.0
group02581,None Provided,2,0.5
group02582,Beta-galactosidase (EC 3.2.1.23),1,1.0
group02583,hypothetical protein,2,1.0
group02584,None Provided,2,1.0
group02585,Uroporphyrinogen-III synthase (EC 4.2.1.75),2,1.0
group02586,Glucosamine--fructose-6-phosphate aminotransferase isomerizing (EC 2.6.1.16),2,1.0
group02587,None Provided,1,1.0
group02588,Topoisomerase IV subunit B (EC 5.99.1.-),2,1.0
group02589,NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3),1,1.0
group02590,None Provided,2,1.0
group02591,None Provided,2,1.0
group02592,None Provided,2,0.5
group02593,Putative Dimethylglycine oxidase,1,1.0
group02594,None Provided,2,0.5
group02595,hypothetical protein,2,1.0
group02596,None Provided,1,1.0
group02597,ATP synthase epsilon chain (EC 3.6.3.14),2,1.0
group02598,hypothetical protein,2,1.0
group02599,Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-),2,1.0
group02600,hypothetical protein,2,1.0
group02601,None Provided,2,1.0
group02602,None Provided,2,1.0
group02603,None Provided,2,1.0
group02604,None Provided,2,1.0
group02605,None Provided,2,1.0
group02606,hypothetical protein,2,1.0
group02607,None Provided,2,1.0
group02608,None Provided,2,1.0
group02609,hypothetical protein,1,1.0
group02610,None Provided,2,1.0
group02611,None Provided,2,0.5
group02612,None Provided,2,1.0
group02613,None Provided,2,1.0
group02614,"Ferredoxin, 2Fe-2S",1,1.0
group02615,"internalin, putative",1,1.0
group02616,Cell division trigger factor (EC 5.2.1.8),1,1.0
group02617,hypothetical protein,2,1.0
group02618,hypothetical protein,2,1.0
group02619,hypothetical protein,1,1.0
group02620,None Provided,2,0.5
group02621,None Provided,1,1.0
group02622,"Glycerol-3-phosphate ABC transporter, ATP-binding protein UgpC (TC 3.A.1.1.3)",2,1.0
group02623,None Provided,1,1.0
group02624,None Provided,2,1.0
group02625,None Provided,2,1.0
group02626,hypothetical protein,1,1.0
group02627,hypothetical protein,1,1.0
group02628,hypothetical protein,2,1.0
group02629,Diaminopimelate decarboxylase (EC 4.1.1.20),1,1.0
group02630,None Provided,2,1.0
group02631,GTP-binding protein TypA/BipA,1,1.0
group02632,None Provided,2,1.0
group02633,None Provided,2,0.5
group02634,FIG01122412: hypothetical protein,1,1.0
group02635,None Provided,1,1.0
group02636,None Provided,2,1.0
group02637,None Provided,2,1.0
group02638,None Provided,2,0.5
group02639,None Provided,2,1.0
group02640,Rod shape-determining protein MreC,1,1.0
group02641,5-nucleotidase (EC 3.1.3.5),1,1.0
group02642,hypothetical protein,2,1.0
group02643,None Provided,2,1.0
group02644,Myo-inositol 2-dehydrogenase (EC 1.1.1.18),1,1.0
group02645,hypothetical protein,1,1.0
group02646,Triosephosphate isomerase (EC 5.3.1.1),1,1.0
group02647,hypothetical protein,1,1.0
group02648,None Provided,1,1.0
group02649,Peptide chain release factor 2,1,1.0
group02650,None Provided,2,0.5
group02651,None Provided,2,0.5
group02652,LSU ribosomal protein L6p (L9e),2,1.0
group02653,Phosphate transport system permease protein PstA (TC 3.A.1.7.1),2,0.5
group02654,Membrane alanine aminopeptidase N (EC 3.4.11.2),2,1.0
group02655,None Provided,2,1.0
group02656,None Provided,1,1.0
group02657,protein of unknown function DUF1498,1,1.0
group02658,putative GFO/IDH/MocA family oxidoreductase,2,1.0
group02659,None Provided,2,1.0
group02660,hypothetical protein,1,1.0
group02661,None Provided,1,1.0
group02662,RecA protein,2,1.0
group02663,hypothetical protein,2,1.0
group02664,None Provided,1,1.0
group02665,None Provided,2,1.0
group02666,Uronate isomerase (EC 5.3.1.12),1,1.0
group02667,hypothetical protein,1,1.0
group02668,Predicted transcriptional regulator of the myo-inositol catabolic operon,1,1.0
group02669,Transcription elongation factor GreA,2,1.0
group02670,None Provided,2,0.5
group02671,None Provided,1,1.0
group02672,Xaa-Pro aminopeptidase (EC 3.4.11.9),1,1.0
group02673,Membrane-associated zinc metalloprotease,1,1.0
group02674,None Provided,1,1.0
group02675,None Provided,2,0.5
